Particulars,Frequency,Unit,Year,Value
Agricultural Production Major Crops Target Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2010,31.6
Agricultural Production Major Crops Target Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2010,340.0
Agricultural Production Major Crops Target Cotton,"Annual, Ending mar Of Each Year",Ton mn,2010,26.0
Agricultural Production Major Crops Target Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2010,11.2
Agricultural Production Major Crops Achievements Rice,"Annual, Ending mar Of Each Year",Ton mn,2010,89.09
Agricultural Production Major Crops Achievements Wheat,"Annual, Ending mar Of Each Year",Ton mn,2010,80.8
Agricultural Production Major Crops Achievements Coarse Cereals,"Annual, Ending mar Of Each Year",Ton mn,2010,33.55
Agricultural Production Major Crops Achievements Pulses,"Annual, Ending mar Of Each Year",Ton mn,2010,14.66
Agricultural Production Major Crops Achievements Foodgrains,"Annual, Ending mar Of Each Year",Ton mn,2010,218.11
Agricultural Production Major Crops Achievements Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2010,24.88
Agricultural Production Major Crops Achievements Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2010,292.3
Agricultural Production Major Crops Achievements Cotton,"Annual, Ending mar Of Each Year",Ton mn,2010,24.02
Agricultural Production Major Crops Achievements Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2010,11.82
Agricultural Production Area,"Annual, Ending mar Of Each Year",ha mn,2010,121.34
Agricultural Production Volume,"Annual, Ending mar Of Each Year",Ton mn,2010,218.11
Agricultural Production Yield,"Annual, Ending mar Of Each Year",kg/ha,2010,1798.0
Agricultural Production Kharif Area,"Annual, Ending mar Of Each Year",ha mn,2010,69.51
Agricultural Production Kharif Volume,"Annual, Ending mar Of Each Year",Ton mn,2010,104.0
Agricultural Production Kharif Yield,"Annual, Ending mar Of Each Year",kg/ha,2010,1496.0
Agricultural Production Rabi Area,"Annual, Ending mar Of Each Year",ha mn,2010,51.83
Agricultural Production Rabi Volume,"Annual, Ending mar Of Each Year",Ton mn,2010,114.11
Agricultural Production Rabi Yield,"Annual, Ending mar Of Each Year",kg/ha,2010,2202.0
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Total,"Annual, Ending mar Of Each Year",ha mn,2010,122.71
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,71.97
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,50.74
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",ha mn,2010,28.28
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,21.97
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,6.31
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",ha mn,2010,43.77
Agricultural Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,39.36
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,4.41
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,27.75
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",ha mn,2010,8.05
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,3.43
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,4.62
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,9.26
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",ha mn,2010,8.01
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,6.96
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,1.05
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",ha mn,2010,22.92
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,10.65
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,12.27
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,3.54
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,7.61
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",ha mn,2010,26.92
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",ha mn,2010,6.06
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",ha mn,2010,6.36
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",ha mn,2010,8.83
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",ha mn,2010,1.94
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",ha mn,2010,9.35
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",ha mn,2010,0.92
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",ha mn,2010,4.6
Agriculture Production Foodgrains Production Foodgrains Total,"Annual, Ending mar Of Each Year",Ton mn,2010,221.85
Agriculture Production Foodgrains Production Foodgrains Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,112.7
Agriculture Production Foodgrains Production Foodgrains Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,109.15
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",Ton mn,2010,36.46
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,27.32
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,9.14
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",Ton mn,2010,94.02
Agricultural Production Foodgrains Production Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,80.38
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,13.64
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,77.04
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",Ton mn,2010,7.33
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,3.54
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,3.79
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,8.29
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",Ton mn,2010,17.04
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,13.04
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,4.0
Agriculture Production Foodgrains Production Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",Ton mn,2010,14.31
Agriculture Production Foodgrains Production Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,2.57
Agriculture Production Foodgrains Production Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,6.44
Agriculture Production Foodgrains Production Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,4.99
Agriculture Production Foodgrains Production Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,9.32
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2010,26.92
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",Ton mn,2010,6.93
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",Ton mn,2010,7.04
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",Ton mn,2010,9.59
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",Ton mn,2010,1.23
Agriculture Production Foodgrains Production Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",Ton mn,2010,22.66
Agriculture Production Foodgrains Production Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2010,11.1
Agriculture Production Foodgrains Production Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2010,312.44
Agriculture Production Foodgrains Yield Foodgrains Total,"Annual, Ending mar Of Each Year",kg/ha,2010,1808.0
Agriculture Production Foodgrains Yield Foodgrains Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,1566.0
Agriculture Production Foodgrains Yield Foodgrains Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,2151.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",kg/ha,2010,1290.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,1244.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,1449.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",kg/ha,2010,2148.0
Agricultural Production Foodgrains Yield Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,2042.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,3092.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,2777.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",kg/ha,2010,911.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,1034.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,820.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,895.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",kg/ha,2010,2128.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,1875.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,3813.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",kg/ha,2010,625.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,469.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,760.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,726.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,847.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",kg/ha,2010,1000.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",kg/ha,2010,1144.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",kg/ha,2010,1108.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",kg/ha,2010,1086.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",kg/ha,2010,632.0
Agriculture Production Foodgrains Yield Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",kg/ha,2010,412.0
Agriculture Production Foodgrains Yield Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",kg/ha,2010,2172.0
Agriculture Production Foodgrains Yield Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",kg/ha,2010,67929.0
Agricultural Production Foodgrains Area Andhra Pradesh,"Annual, Ending mar Of Each Year",ha mn,2010,6.666
Agricultural Production Foodgrains Area Assam,"Annual, Ending mar Of Each Year",ha mn,2010,2.6956
Agricultural Production Foodgrains Area Bihar,"Annual, Ending mar Of Each Year",ha mn,2010,6.6342
Agricultural Production Foodgrains Area Chhattisgarh,"Annual, Ending mar Of Each Year",ha mn,2010,4.8637
Agricultural Production Foodgrains Area Gujarat,"Annual, Ending mar Of Each Year",ha mn,2010,3.694
Agricultural Production Foodgrains Area Haryana,"Annual, Ending mar Of Each Year",ha mn,2010,4.54
Agricultural Production Foodgrains Area Jharkhand,"Annual, Ending mar Of Each Year",ha mn,2010,1.6191
Agricultural Production Foodgrains Area Karnataka,"Annual, Ending mar Of Each Year",ha mn,2010,7.955
Agricultural Production Foodgrains Area Madhya Pradesh,"Annual, Ending mar Of Each Year",ha mn,2010,12.459
Agricultural Production Foodgrains Area Maharashtra,"Annual, Ending mar Of Each Year",ha mn,2010,12.1127
Agricultural Production Foodgrains Area Orissa,"Annual, Ending mar Of Each Year",ha mn,2010,5.4061
Agricultural Production Foodgrains Area Punjab,"Annual, Ending mar Of Each Year",ha mn,2010,6.503
Agricultural Production Foodgrains Area Rajasthan,"Annual, Ending mar Of Each Year",ha mn,2010,13.2719
Agricultural Production Foodgrains Area Tamil Nadu,"Annual, Ending mar Of Each Year",ha mn,2010,3.0328
Agricultural Production Foodgrains Area Uttar Pradesh,"Annual, Ending mar Of Each Year",ha mn,2010,19.322
Agricultural Production Foodgrains Area Uttaranchal,"Annual, Ending mar Of Each Year",ha mn,2010,1.009
Agricultural Production Foodgrains Area West Bengal,"Annual, Ending mar Of Each Year",ha mn,2010,6.2423
Agricultural Production Foodgrains Area Others,"Annual, Ending mar Of Each Year",ha mn,2010,3.3068
Agricultural Production Foodgrains Volume Andhra Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2010,15.295
Agricultural Production Foodgrains Volume Assam,"Annual, Ending mar Of Each Year",Ton mn,2010,4.4811
Agricultural Production Foodgrains Volume Bihar,"Annual, Ending mar Of Each Year",Ton mn,2010,10.1506
Agricultural Production Foodgrains Volume Chhattisgarh,"Annual, Ending mar Of Each Year",Ton mn,2010,4.9028
Agricultural Production Foodgrains Volume Gujarat,"Annual, Ending mar Of Each Year",Ton mn,2010,5.761
Agricultural Production Foodgrains Volume Haryana,"Annual, Ending mar Of Each Year",Ton mn,2010,15.357
Agricultural Production Foodgrains Volume Jharkhand,"Annual, Ending mar Of Each Year",Ton mn,2010,2.1521
Agricultural Production Foodgrains Volume Karnataka,"Annual, Ending mar Of Each Year",Ton mn,2010,10.955
Agricultural Production Foodgrains Volume Madhya Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2010,16.0178
Agricultural Production Foodgrains Volume Maharashtra,"Annual, Ending mar Of Each Year",Ton mn,2010,12.5863
Agricultural Production Foodgrains Volume Orissa,"Annual, Ending mar Of Each Year",Ton mn,2010,7.5531
Agricultural Production Foodgrains Volume Punjab,"Annual, Ending mar Of Each Year",Ton mn,2010,26.95
Agricultural Production Foodgrains Volume Rajasthan,"Annual, Ending mar Of Each Year",Ton mn,2010,12.3501
Agricultural Production Foodgrains Volume Tamil Nadu,"Annual, Ending mar Of Each Year",Ton mn,2010,7.5114
Agricultural Production Foodgrains Volume Uttar Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2010,43.1953
Agricultural Production Foodgrains Volume Uttaranchal,"Annual, Ending mar Of Each Year",Ton mn,2010,1.796
Agricultural Production Foodgrains Volume West Bengal,"Annual, Ending mar Of Each Year",Ton mn,2010,15.7416
Agricultural Production Foodgrains Volume Others,"Annual, Ending mar Of Each Year",Ton mn,2010,5.3518
Agricultural Production Foodgrains Yield Andhra Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2010,2294.0
Agricultural Production Foodgrains Yield Assam,"Annual, Ending mar Of Each Year",kg/ha,2010,1662.0
Agricultural Production Foodgrains Yield Bihar,"Annual, Ending mar Of Each Year",kg/ha,2010,1530.0
Agricultural Production Foodgrains Yield Chhattisgarh,"Annual, Ending mar Of Each Year",kg/ha,2010,1008.0
